molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL3338931,O=S1(=O)C[C@H]2[C@@H](O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)c2ccccc21,4140.0,Intermediate
CHEMBL3338930,CC(C)(C)c1ccc2c(c1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1CS2(=O)=O,100000.0,Inactive
CHEMBL3338929,CC(=O)OC[C@H]1O[C@@H]2c3cc(C(C)(C)C)ccc3S(=O)(=O)C[C@@H]2[C@@H](OC(C)=O)[C@@H]1OC(C)=O,100000.0,Inactive
CHEMBL3338928,O=S1(=O)C[C@H]2[C@H](O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)c2c1ccc1ccccc21,2090.0,Intermediate
CHEMBL3338927,Cc1cccc2c1S(=O)(=O)C[C@H]1[C@@H]2O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,2340.0,Intermediate
CHEMBL3338926,CC(C)(C)c1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2(=O)=O,390.0,Active
CHEMBL3338925,COc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2(=O)=O,1800.0,Intermediate
CHEMBL3338924,Cc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2(=O)=O,2320.0,Intermediate
CHEMBL3338923,O=S1(=O)C[C@H]2[C@H](O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)c2ccccc21,100000.0,Inactive
CHEMBL3338922,[O-][S@+]1C[C@H]2[C@H](O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)c2c1ccc1ccccc21,2550.0,Intermediate
CHEMBL3338921,Cc1cccc2c1[S@+]([O-])C[C@H]1[C@@H]2O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,6290.0,Intermediate
CHEMBL3338920,CC(C)(C)c1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1C[S@@+]2[O-],1330.0,Intermediate
CHEMBL3338919,COc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1C[S@@+]2[O-],2210.0,Intermediate
CHEMBL3338918,Cc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1C[S@@+]2[O-],2570.0,Intermediate
CHEMBL3338917,[O-][S@+]1C[C@H]2[C@H](O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)c2ccccc21,100000.0,Inactive
CHEMBL3338916,[O-][S@@+]1C[C@H]2[C@H](O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)c2c1ccc1ccccc21,3550.0,Intermediate
CHEMBL3338915,Cc1cccc2c1[S@@+]([O-])C[C@H]1[C@@H]2O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,4130.0,Intermediate
CHEMBL3338914,CC(C)(C)c1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1C[S@+]2[O-],300.0,Active
CHEMBL3338913,COc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1C[S@+]2[O-],2750.0,Intermediate
CHEMBL3338912,Cc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1C[S@+]2[O-],100000.0,Inactive
CHEMBL3338911,[O-][S@@+]1C[C@H]2[C@H](O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)c2ccccc21,100000.0,Inactive
CHEMBL3338910,CC(C)(C)c1ccc2c(c1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1CS2,100000.0,Inactive
CHEMBL3338909,CC(=O)COC[C@H]1O[C@@H]2c3cc(C(C)(C)C)ccc3SC[C@@H]2[C@@H](OC(C)=O)[C@@H]1OC(C)=O,100000.0,Inactive
CHEMBL3338908,c1ccc(COC[C@H]2O[C@@H]3c4c(ccc5ccccc45)SC[C@@H]3[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)cc1,100000.0,Inactive
CHEMBL3338907,Cc1cccc2c1SC[C@H]1[C@@H]2O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,100000.0,Inactive
CHEMBL3338906,CC(C)(C)c1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2,100000.0,Inactive
CHEMBL3338905,COc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2,100000.0,Inactive
CHEMBL3338904,Cc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2,100000.0,Inactive
CHEMBL3338903,c1ccc(COC[C@H]2O[C@@H]3c4ccccc4SC[C@@H]3[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)cc1,3460.0,Intermediate
CHEMBL541700,CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1C)N(C)C,50.0,Active
CHEMBL3358128,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1C.O=C(O)C(F)(F)F,89.3,Active
CHEMBL3358129,CO[C@H]1CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1C.O=C(O)C(F)(F)F,210.0,Active
CHEMBL3358130,COC1=CC(=O)N(C(=O)CC[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1C.O=C(O)C(F)(F)F,4375.0,Intermediate
CHEMBL3358131,CO[C@H]1CC(=O)N(C(=O)CC[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1C.O=C(O)C(F)(F)F,50000.0,Inactive
CHEMBL3358132,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)NCc1ccccc1)N(C)C.O=C(O)C(F)(F)F,540.0,Active
CHEMBL3358133,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)N1C[C@@H](O)C[C@H]1C(=O)OC)N(C)C.O=C(O)C(F)(F)F,1900.0,Intermediate
CHEMBL3358134,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)NCc1ccccc1.O=C(O)C(F)(F)F,320.0,Active
CHEMBL3358135,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)Nc1nccs1.O=C(O)C(F)(F)F,1100.0,Intermediate
CHEMBL3358136,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C(C)C)N(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)NCc1ccccc1.O=C(O)C(F)(F)F,5400.0,Intermediate
CHEMBL3358137,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)NCc1ccccc1.O=C(O)C(F)(F)F,6600.0,Intermediate
CHEMBL3358138,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)NCc1ccccc1)C(C)C)N(C)C.O=C(O)C(F)(F)F,50000.0,Inactive
CHEMBL3358139,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)N1C[C@@H](O)C[C@H]1C(=O)OC)C(C)C)N(C)C.O=C(O)C(F)(F)F,50000.0,Inactive
CHEMBL3358140,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)C1.O=C(O)C(F)(F)F,57.3,Active
CHEMBL3358141,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1C(C)C.O=C(O)C(F)(F)F,16.6,Active
CHEMBL3358142,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1Cc1ccc(O)cc1.O=C(O)C(F)(F)F,20.0,Active
CHEMBL3358143,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1Cc1c[nH]c2ccccc12.O=C(O)C(F)(F)F,9.7,Active
CHEMBL3358144,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1CC(OCc2ccccc2)=CC1=O.O=C(O)C(F)(F)F,96.0,Active
CHEMBL3352874,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OCc2ccccc2)[C@@H]1C(C)C.O=C(O)C(F)(F)F,62.0,Active
CHEMBL3335273,CCCCCCCCCCC/C=C(\C)C(=O)C(C)(C)C(=O)OC[C@@H](O)COCC[C@@H](C(=O)[O-])[N+](C)(C)C,7000.0,Intermediate
CHEMBL3329569,CC(=O)OC[C@H]1O[C@@H](CC(=O)/C=C/c2cccc(NS(=O)(=O)c3ccc(C)cc3)c2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,1140.0,Intermediate
CHEMBL3329570,CC(=O)OC[C@H]1O[C@@H](CC(=O)/C=C/c2cccc(NS(=O)(=O)c3ccc(C)cc3)c2)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,3960.0,Intermediate
CHEMBL3329571,CC(=O)O[C@H]1[C@H](CC(=O)/C=C/c2cccc(NS(=O)(=O)c3ccc(C)cc3)c2)OC[C@@H](OC(C)=O)[C@@H]1OC(C)=O,1390.0,Intermediate
CHEMBL3329572,Cc1ccc(S(=O)(=O)Nc2cccc(/C=C/C(=O)C[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1,2200.0,Intermediate
CHEMBL3329573,Cc1ccc(S(=O)(=O)Nc2cccc(/C=C/C(=O)C[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c2)cc1,3890.0,Intermediate
CHEMBL3329574,Cc1ccc(S(=O)(=O)Nc2cccc(/C=C/C(=O)C[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)c2)cc1,2930.0,Intermediate
CHEMBL3329575,CC(=O)OC[C@H]1O[C@@H](CC(=O)/C=C/c2cccc(NC(=O)Nc3ccccc3)c2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,2290.0,Intermediate
CHEMBL3329576,CC(=O)OC[C@H]1O[C@@H](CC(=O)/C=C/c2cccc(NC(=S)Nc3ccccc3)c2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,1910.0,Intermediate
CHEMBL3329577,COc1ccc(NC(=O)Nc2cccc(/C=C/C(=O)C[C@@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)c2)c([N+](=O)[O-])c1,940.0,Active
CHEMBL3329578,COc1cc([N+](=O)[O-])ccc1NC(=S)Nc1cccc(/C=C/C(=O)C[C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)c1,550.0,Active
CHEMBL3329579,CC(=O)OC[C@H]1O[C@@H](CC(=O)/C=C/c2ccc(NC(=O)Nc3ccccc3)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,5270.0,Intermediate
CHEMBL3329580,CC(=O)OC[C@H]1O[C@@H](CC(=O)/C=C/c2ccc(NC(=S)Nc3ccccc3)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,1830.0,Intermediate
CHEMBL3329581,CC(=O)OC[C@H]1O[C@@H](CC(=O)/C=C/c2ccc(NC(=O)Nc3ccc4ccccc4c3)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,2180.0,Intermediate
CHEMBL3329582,CC(=O)OC[C@H]1O[C@@H](CC(=O)/C=C/c2cccc(NC(=O)Nc3ccccc3)c2)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,6650.0,Intermediate
CHEMBL3329583,CC(=O)OC[C@H]1O[C@@H](CC(=O)/C=C/c2cccc(NC(=S)Nc3ccccc3)c2)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,3730.0,Intermediate
CHEMBL3329584,CC(=O)O[C@H]1[C@H](CC(=O)/C=C/c2cccc(NC(=O)Nc3ccccc3)c2)OC[C@@H](OC(C)=O)[C@@H]1OC(C)=O,3170.0,Intermediate
CHEMBL3329585,CC(=O)O[C@H]1[C@H](CC(=O)/C=C/c2cccc(NC(=S)Nc3ccccc3)c2)OC[C@@H](OC(C)=O)[C@@H]1OC(C)=O,4200.0,Intermediate
CHEMBL3329586,O=C(/C=C/c1cccc(NC(=O)Nc2ccccc2)c1)C[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,3770.0,Intermediate
CHEMBL3329587,O=C(/C=C/c1cccc(NC(=S)Nc2ccccc2)c1)C[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,9430.0,Intermediate
CHEMBL3329588,COc1ccc(NC(=O)Nc2cccc(/C=C/C(=O)C[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)c([N+](=O)[O-])c1,560.0,Active
CHEMBL3329589,COc1cc([N+](=O)[O-])ccc1NC(=S)Nc1cccc(/C=C/C(=O)C[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1,3350.0,Intermediate
CHEMBL3329590,O=C(/C=C/c1ccc(NC(=O)Nc2ccccc2)cc1)C[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,7510.0,Intermediate
CHEMBL3329591,O=C(/C=C/c1ccc(NC(=S)Nc2ccccc2)cc1)C[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,11850.0,Inactive
CHEMBL3329592,O=C(/C=C/c1ccc(NC(=O)Nc2ccc3ccccc3c2)cc1)C[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,5910.0,Intermediate
CHEMBL3329593,O=C(/C=C/c1cccc(NC(=O)Nc2ccccc2)c1)C[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,20000.0,Inactive
CHEMBL3329594,O=C(/C=C/c1cccc(NC(=S)Nc2ccccc2)c1)C[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,13070.0,Inactive
CHEMBL3329595,O=C(/C=C/c1cccc(NC(=O)Nc2ccccc2)c1)C[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,3440.0,Intermediate
CHEMBL3329596,O=C(/C=C/c1cccc(NC(=S)Nc2ccccc2)c1)C[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,6890.0,Intermediate
CHEMBL3329597,CCOC(=O)/C=C/c1cccc(NS(=O)(=O)c2ccc(C)cc2)c1,16120.0,Inactive
CHEMBL3329598,CCOC(=O)/C=C/c1cccc(NC(=O)Nc2ccccc2)c1,8800.0,Intermediate
CHEMBL3329599,CCOC(=O)/C=C/c1cccc(NC(=S)Nc2ccccc2)c1,20000.0,Inactive
CHEMBL182659,Cc1ccc(S(=O)(=O)Nc2ccccc2)cc1,20000.0,Inactive
CHEMBL354676,O=C(Nc1ccccc1)Nc1ccccc1,13790.0,Inactive
CHEMBL275260,S=C(Nc1ccccc1)Nc1ccccc1,20000.0,Inactive
CHEMBL3329600,COc1ccc(NC(=O)Nc2ccccc2)c([N+](=O)[O-])c1,20000.0,Inactive
CHEMBL3335118,N/C(CC(O)c1cc2ccccc2c2ccccc12)=N\N=C\c1ccc(F)cc1,8.3,Active
CHEMBL3335117,N/C(CC(O)c1cc2ccccc2c2ccccc12)=N\N=C\c1ccccc1,16.0,Active
CHEMBL3335116,N/C(CC(O)c1ccc2ccccc2c1)=N\N=C\c1ccco1,10000.0,Inactive
CHEMBL3335115,N/C(CC(O)c1ccc2ccccc2c1)=N\N=C\c1cccnc1,10000.0,Inactive
CHEMBL3335114,N/C(CC(O)c1ccc2ccccc2c1)=N\N=C\c1ccc(Cl)c(Cl)c1,1900.0,Intermediate
CHEMBL3335113,N/C(CC(O)c1ccc2ccccc2c1)=N\N=C\c1ccc(F)cc1F,4000.0,Intermediate
CHEMBL3335112,N/C(CC(O)c1ccc2ccccc2c1)=N\N=C\c1ccc(F)cc1,2000.0,Intermediate
CHEMBL3335111,CCOc1cc(/C=N/N=C(\N)CC(O)c2ccc3ccccc3c2)ccc1O,1100.0,Intermediate
CHEMBL3335110,COc1ccc(/C=N/N=C(\N)CC(O)c2ccc3ccccc3c2)cc1,380.0,Active
CHEMBL3335109,N/C(CC(O)c1ccc2ccccc2c1)=N\N=C\c1ccc(C(F)(F)F)cc1,10000.0,Inactive
CHEMBL3335108,Cc1ccc(/C=N/N=C(\N)CC(O)c2ccc3ccccc3c2)cc1,540.0,Active
CHEMBL3335107,C/C(=N\N=C(/N)CC(O)c1cccc2ccccc12)c1ccc(F)cc1,400.0,Active
CHEMBL3335106,CCC/C(=N\N=C(/N)CC(O)c1cccc2ccccc12)c1ccccc1,240.0,Active
CHEMBL3335105,N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1ccco1,510.0,Active
CHEMBL3335104,N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1cccnc1,2700.0,Intermediate
CHEMBL3335103,N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1ccc(Cl)c(Cl)c1,250.0,Active
CHEMBL3335102,N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1ccc(F)c(F)c1,180.0,Active
CHEMBL3335101,N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1ccc(F)cc1F,190.0,Active
CHEMBL3335100,N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1cccc(Br)c1,91.0,Active
CHEMBL3335099,N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1ccc(F)cc1,60.0,Active
CHEMBL3335098,CCOc1cc(/C=N/N=C(\N)CC(O)c2cccc3ccccc23)ccc1O,250.0,Active
CHEMBL3335097,COc1ccc(/C=N/N=C(\N)CC(O)c2cccc3ccccc23)cc1,83.0,Active
CHEMBL3335096,N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1ccc(C(F)(F)F)cc1,110.0,Active
CHEMBL3335095,Cc1ccc(/C=N/N=C(\N)CC(O)c2cccc3ccccc23)cc1,190.0,Active
CHEMBL3335094,N/C(=N\N=C\c1ccccc1)C(O)c1ccc2ccccc2c1,10000.0,Inactive
CHEMBL3335093,N/C(=N\N=C\c1ccccc1)C(O)c1cccc2ccccc12,3000.0,Intermediate
CHEMBL3335092,N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1ccccc1,100.0,Active
CHEMBL61,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,9200.0,Intermediate
CHEMBL3343965,CCCCCCCCN(CCCCCCCC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,78.58,Active
CHEMBL3343964,CCCCCCCCN(CCCCCCCC)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,94.76,Active
CHEMBL3343963,CCN(C)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,7.78,Active
CHEMBL3343962,CCN(C)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,12.39,Active
CHEMBL3343961,C[C@H](CCCNC(C)(C)C)Nc1ccnc2cc(Cl)ccc12,4.66,Active
CHEMBL3343960,C[C@@H](CCCNC(C)(C)C)Nc1ccnc2cc(Cl)ccc12,32.95,Active
CHEMBL3343959,C[C@H](CCCN(C)C)Nc1ccnc2cc(Cl)ccc12,6.0,Active
CHEMBL3343958,C[C@@H](CCCN(C)C)Nc1ccnc2cc(Cl)ccc12,17.13,Active
CHEMBL3343957,C[C@H](CCCN1CCCCC1)Nc1ccnc2cc(Cl)ccc12,52.85,Active
CHEMBL3343956,C[C@@H](CCCN1CCCCC1)Nc1ccnc2cc(Cl)ccc12,14.95,Active
CHEMBL3343955,C[C@H](CCCN1CCN(C)CC1)Nc1ccnc2cc(Cl)ccc12,6.92,Active
CHEMBL3343954,C[C@@H](CCCN1CCN(C)CC1)Nc1ccnc2cc(Cl)ccc12,14.21,Active
CHEMBL3343953,C[C@H](CCCN1CCCC1)Nc1ccnc2cc(Cl)ccc12,10.19,Active
CHEMBL3343952,C[C@@H](CCCN1CCCC1)Nc1ccnc2cc(Cl)ccc12,15.76,Active
CHEMBL3343951,C[C@H](CCCN1CCOCC1)Nc1ccnc2cc(Cl)ccc12,28.1,Active
CHEMBL3343950,C[C@@H](CCCN1CCOCC1)Nc1ccnc2cc(Cl)ccc12,14.02,Active
CHEMBL252715,CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,9.54,Active
CHEMBL250447,CCN(CC)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,10.94,Active
CHEMBL3397108,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](OC(=O)c3ccc(/C=C/C(=O)c4ccc(Cl)c(Cl)c4Cl)cc3)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4,10.67,Active
CHEMBL3397107,COc1ccc(C(=O)/C=C/c2ccc(C(=O)OC3O[C@@H]4O[C@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@]64OO5)cc2)c(OC)c1,3.02,Active
CHEMBL3397106,COc1ccc(C(=O)/C=C/c2ccc(C(=O)OC3O[C@@H]4O[C@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@]64OO5)cc2)cc1OC,3.36,Active
CHEMBL3397105,COc1ccc(C(=O)/C=C/c2ccc(C(=O)OC3O[C@@H]4O[C@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@]64OO5)cc2)cc1[N+](=O)[O-],5.87,Active
CHEMBL3397104,C[C@@H]1CC[C@H]2[C@@H](C)C(OC(=O)c3ccc(/C=C/C(=O)c4ccccc4)cc3)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4,9.73,Active
CHEMBL3397103,Cc1ccc(C(=O)/C=C/c2ccc(C(=O)O[C@@H]3O[C@@H]4O[C@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@]64OO5)cc2)o1,1.98,Active
CHEMBL3397102,O=C(O)c1ccc(/C=C/C(=O)c2ccc(Cl)c(Cl)c2Cl)cc1,40.96,Active
CHEMBL3397101,COc1ccc(C(=O)/C=C/c2ccc(C(=O)O)cc2)c(OC)c1,14.83,Active
CHEMBL33284,COc1ccc(C(=O)/C=C/c2ccc(C(=O)O)cc2)cc1OC,10.8,Active
CHEMBL3397100,COc1ccc(C(=O)/C=C/c2ccc(C(=O)O)cc2)cc1[N+](=O)[O-],40.66,Active
CHEMBL168777,O=C(O)c1ccc(/C=C/C(=O)c2ccccc2)cc1,29.55,Active
CHEMBL506,COc1cc(NC(C)CCCN)c2ncccc2c1,460.0,Active
CHEMBL3397304,CC(C)(N)CNc1ccnc2cc(Cl)ccc12,5.52,Active
CHEMBL3397305,CN(C)C(C)(C)CNc1ccnc2cc(Cl)ccc12,5.52,Active
CHEMBL3401308,CCN(CC)CCNc1cc(Cl)cc2nc3c4ccccc4n(CCN4CCCC4)c3cc12,656.0,Active
CHEMBL3401309,Clc1cc(NCCN2CCCC2)c2cc3c(nc2c1)c1ccccc1n3CCN1CCCC1,468.0,Active
CHEMBL3401310,CCN(CC)CCCNc1cc(Cl)cc2nc3c4ccccc4n(CCN4CCCC4)c3cc12,480.0,Active
CHEMBL3401311,Clc1cc(NCCCN2CCCCC2)c2cc3c(nc2c1)c1ccccc1n3CCN1CCCC1,535.0,Active
CHEMBL3401312,Clc1cc(NCCCN2CCOCC2)c2cc3c(nc2c1)c1ccccc1n3CCN1CCCC1,469.0,Active
CHEMBL3401313,CCN(CC)CCCC(C)Nc1cc(Cl)cc2nc3c4ccccc4n(CCN4CCCC4)c3cc12,245.0,Active
CHEMBL3401314,CCN(CC)CCNc1cc(Cl)cc2nc3c4cc(Cl)ccc4n(CCN4CCCC4)c3cc12,245.0,Active
CHEMBL3401315,Clc1cc(NCCN2CCCC2)c2cc3c(nc2c1)c1cc(Cl)ccc1n3CCN1CCCC1,375.0,Active
CHEMBL3401316,CCN(CC)CCCNc1cc(Cl)cc2nc3c4cc(Cl)ccc4n(CCN4CCCC4)c3cc12,392.0,Active
CHEMBL3401317,Clc1cc(NCCCN2CCCCC2)c2cc3c(nc2c1)c1cc(Cl)ccc1n3CCN1CCCC1,660.0,Active
CHEMBL3401318,Clc1cc(NCCCN2CCOCC2)c2cc3c(nc2c1)c1cc(Cl)ccc1n3CCN1CCCC1,407.0,Active
CHEMBL3401319,CCN(CC)CCCC(C)Nc1cc(Cl)cc2nc3c4cc(Cl)ccc4n(CCN4CCCC4)c3cc12,456.0,Active
CHEMBL3401320,CCN(CC)CCCNc1cc(Cl)cc2nc3c4ccccc4n(CCN4CCOCC4)c3cc12,320.0,Active
CHEMBL3401321,CCN(CC)CCCNc1cc(Cl)cc2nc3c4cc(Cl)ccc4n(CCN4CCOCC4)c3cc12,199.0,Active
